reference,prediction,wer,substitutions,deletions,insertions,ref_len_words,severity
ගොඩනංවාගත යුතු ය.,ගොඩනංවා ගත යුතුය.,1.0,3,0,0,3,major
එහෙවු උන්,එහි වූවුන්,1.0,2,0,0,2,major
වසරක් පාසා,වසර ක් පාසා,1.0,1,0,1,2,major
ලොව බොහොමයකි.,ලොව බොහෝ මෙයකි.,1.0,1,0,1,2,major
ඇතුළත් කර ගැනීමට,ඇතුලත් කරගැනීමට,1.0,2,1,0,3,major
නෙක්ඛම්ම කථා වශයෙන් දැක්වෙයි.,නෙක්කම් ම කතා වශයෙන් දැක්වේ.,1.0,3,0,1,4,major
සබ් දැම්මානෙ.,සබ් දැම්මා නේ,1.0,1,0,1,2,major
විවිධ ජාතිවල බොහෝ දුක්පීඩා වින්දා.,වීර්ජාතිවල බොහෝ දුක් පීඩා වෙන්නා.,1.0,5,0,0,5,major
එක්සපා කෑමකින්,එක් සපා කෑමකින්,1.0,1,0,1,2,major
ප්‍රේමකීර්ති යළිත් වරක්,ප්‍රේමගීති අලුත්වරක්,1.0,2,1,0,3,major
කප්පම ඉල්ලුවා,කප්ප ම ඉල්ලුවා.,1.0,1,0,1,2,major
අක්ක කෙනෙක්ගෙ පොතකින් ඉස්සුව,අක්කරෙනෙක්ගේ පතකිනිස්සුවක්,1.0,2,2,0,4,major
අක්කනෑ මහත්තයෝ,අක්ක නෑ මහත්තයෝ,1.0,1,0,1,2,major
ෆ්‍රී වුනා.,ෆ්රී වුණා.,1.0,2,0,0,2,major
අපිටත් බැරියයි,අපිටත් බැරි යැයි,1.0,1,0,1,2,major
ලක් කරන්නේය.,ලක් කරන්නේ ය.,1.0,1,0,1,2,major
නිවැරදි කර ගතයුතුයි.,නිවැරැදි කර ගත යුතුයි.,1.0,2,0,1,3,major
තියෙන්නෙ එකම ප්‍රවෘත්තිනම්,තියෙන්නේ එකම ප්‍රවෘත්ති නම්,1.0,2,0,1,3,major
ඉතිං කෙලවෙලා ගියත්,ඉතින් කෙළ වෙලා ගියත්,1.0,2,0,1,3,major
මහා මංගල සමුද්‍රාරාමවාසි සෝමානන්ද තෙරුන්වහන්සේත්,මහාමංගල සමුද්‍රාරාමවාසී සෝමානන්ද තෙරුන් වහන්සේත්,1.0,5,0,0,5,major
වෙලාවක් ලැබුන හැටියෙම.ජයවේවා,වේලාවක් ලැබුන හැටියමයි ජයවේවා.,1.0,2,0,1,3,major
හීබෘ ටිකක් ඉගෙනගෙන,හීබ්යු ටිකක් ඉගෙන ගෙන,1.0,2,0,1,3,major
නෙල්සන් මැන්ඩෙලාගේ පිළිරුවක්,නැවසම් ඇන්ඩෙලාගේ පෙළෙරුවක්,1.0,3,0,0,3,major
මුල්ගල් තබන්නේ.,මුල් ගල් තබන්නේ,1.0,1,0,1,2,major
බලමුකෝ එහෙනම්,බලමුකෝ ඒ නම්,1.0,1,0,1,2,major
කර්ම රැස්වෙනවා.,කර්ම රැස් වෙනවා.,1.0,1,0,1,2,major
අයිසැක් ඇසිමොව්ගේ,අයිසෙක් ඇසිමෝංගේ,1.0,2,0,0,2,major
තරාතිරම නොසැලකෙන,තරා තිරුණු නොසැලකෙන,1.0,1,0,1,2,major
හැඩ ගස්වාලීමෙහි,හැඩගස්වාලීනි,1.0,1,1,0,2,major
කාමේ සුමිච්චාචාරා වේරමණී,කාමේසු මිච්ඡාචාරා වේරමනි,1.0,3,0,0,3,major
කළයුතු කරුණු මොනවා ද,කළ යුතු කරුණු මොනවාද?,1.0,2,1,1,4,major
සිදුවෙච්ච දේවල්,සිදු වෙච්ච දේවල්,1.0,1,0,1,2,major
කෙළවෙනකම් තේරෙන්නෙ නෑ.,කෙළවෙන කම් තේරෙන්නේ නෑ.,1.0,2,0,1,3,major
පරදාර සේවනයයි.,පාරධාර් සේවනායයි.,1.0,2,0,0,2,major
පින්දහම් කරල,ඉන්දහම් කරලා,1.0,2,0,0,2,major
අන්තිමේදි බලනකොට,අන්තිමේ දී බලනකොට,1.0,1,0,1,2,major
ඔක්කොමලා හිටියා නම්,ඔක්කෝ මලා හිටිය නම්,1.0,2,0,1,3,major
සිංහලබෞද්ධ ඓතිහාසික සවිඥාණිකත්වයට,සිංහල බෞද්ධ ඓතිහාසික සවිඥානිකත්වයට,1.0,2,0,1,3,major
පැයක්‌ ගතවීමට පෙර,පැයක් ගත වීමට පෙර,1.0,2,0,1,3,major
බුදුරජාණන් වහන්සේ කිඹුල්වත්නුවර නිග්‍රෝධාරාමයේ වැඩඉන්න කාලයේ,බුදුරජාණන් වහන්සේ කිඹුල්වත් නුවර නීඝෝද්‍රාරාමයේ වැඩ ඉන්න කාලේ,1.0,4,0,2,6,major
ඔක්කෝටම තියෙන ලොකුම අමාරුව,ඔක්කොටම තියන ලොකු මමාරු.,1.0,4,0,0,4,major
කිතු හඩ,කිතෝ හඬ,1.0,2,0,0,2,major
හැමදෙනා ම,හැම දෙනා ම,1.0,1,0,1,2,major
සොයාගත්තා සේ,සොයා ගත්තා සේ,1.0,1,0,1,2,major
දඬුවම් කරාද?,දඬුවම් කරා ද,1.0,1,0,1,2,major
අත්දුටුවයි ප්‍රත්‍යක්ෂයි,අත් දුටුවයි ප්‍රත්‍යක්ෂයි.,1.0,1,0,1,2,major
නිපැයුමක් සොයාගන්නවා.,නිපැයුමක් සොයා ගන්නවා.,1.0,1,0,1,2,major
ඈත්වෙලා නැහැ.,ඈත් වෙලා නැහැ,1.0,1,0,1,2,major
විවිධ චර්යා අනුව,බිරිත චර්යානුව,1.0,2,1,0,3,major
රජය හෙමිහිට තෝරාගැනීමට,රජය හිමිහිට තෝරා ගැනීමට,1.0,2,0,1,3,major
ඒ බුදුරජාණන්වහන්සේගේ හඬ,ඒ බුදුරජාණන් වහන්සේ ගියහඬ,1.0,2,0,1,3,major
අඳුරු පැල්ලමක් කෙසේනම්,අඳුරු පැල්ලම් කෙසේ නම්,1.0,2,0,1,3,major
කෙරුමො උනේ.,කෙරුමා වුණේ,1.0,2,0,0,2,major
සම සේ බෙදාගන්න,සමසේ බිය දාගන්න,1.0,3,0,0,3,major
මෙවැනි සිද්ධීන් නවතාලිය නොහැකියි.,මෙවැනි සිද්ධීන් තාවකාලික නො විය හැක,1.0,2,0,2,4,major
ඉංග්‍රිසි සටහනක් රසවිදින්න.,ඉංග්‍රීසි සටහනක් රස විඳින්න,1.0,2,0,1,3,major
හත්වැනි සියවසේ දී ය.,හත් වැනි සියවසේදීය.,1.0,3,1,0,4,major
නමුත් කතන්දරකාරයාට,නමුත් කතන්දර කාරයාට,1.0,1,0,1,2,major
දෙවියන්ට විරුද්ධව.,දෙවියන්ට විරුද්ධ ව,1.0,1,0,1,2,major
පැවිද්දන් නොහඳුනන,පැවිද්දක් නොහාදුන්නන්,1.0,2,0,0,2,major
ගස තේරීමෙදී,ගස තේරීමේ දී,1.0,1,0,1,2,major
දඩුවම් ලැබියහැකි වරදකි.,දඬුවම් ලැබිය හැකි වරදකි.,1.0,2,0,1,3,major
මෙම කාර්ය කැරෙන්නේ.,නොකාරික ඇරෙන්නේ,1.0,2,1,0,3,major
එක මගපල ලාභියෙක් නෑ නේ,ඒක මගඵල ලාබියෙක් නෑනෙ.,1.0,4,1,0,5,major
දිවැසින් බැලූසේක.,දිවැසින් බැලූ සියයි,1.0,1,0,1,2,major
මහාවංශයෙහි සටහන්කොට තිබේ.,මහාවංශීයෙහි සටහන් කොට තිබේ.,1.0,2,0,1,3,major
මොකක්හරි ලොකු වැරද්දක්,මොකක් හරි ලොකු වැරැද්දක්,1.0,2,0,1,3,major
වැදගත් වන අදහස් බොහොමයක්,වැදගත් වන අද අස්බෝ ම අය,1.0,2,0,2,4,major
ඒකෙන් කාටවත්ම අවැඩක්,ඒකෙන් කාටවත් ම අවඩෑ,1.0,2,0,1,3,major
රිචඩ්ව හැර යන්නෙ,රිච්චඩ්ග්‍ර හැරයන්නෙ.,1.0,2,1,0,3,major
මං ලවා ඒක බලවාගන්න,අන්ලවායක බලවා ගන්න,1.0,3,1,0,4,major
සීඤ්ඤො කියල නමකුත් දාල දුන්න,සීඥයෝ කියලා නමුකුත් දාලා දුන්නා.,1.0,5,0,0,5,major
කණගාටුවට හේතුවෙයි.,කණගාටුවට හේතු වෙයි.,1.0,1,0,1,2,major
විශයෙහි මා සමතෙක්ද?,විෂයෙහි මා සමතෙක් ද,1.0,2,0,1,3,major
උත්සාහක දිනුම්කින්,උත්සහාක දෙනුම්කින්,1.0,2,0,0,2,major
ගොයමක් වවන්නට පටන්ගත් විට,ගොවීමක් පවන්නට පටන් ගත් විට,1.0,3,0,1,4,major
එහෙම තෝරාගැනීමක්,එහෙම තෝරා ගැනීමක්,1.0,1,0,1,2,major
පල ගොන් වස්සෝ යන්න,පළ ගොන්වස් වෙන්න,1.0,3,1,0,4,major
ඔහුව සන්තර්පනයකරයි.,ඔහුව සන්තර්පණය කරයි.,1.0,1,0,1,2,major
පොදු අෂ්ටලෝක ධර්මතාවට මුහුණදීමට,පොදු අෂ්ට ලෝක ධර්මතාවට මුහුණ දීමට,1.0,2,0,2,4,major
කුයින්ට රගපාන්නේ.,කොයින්ට රඟපාන්නේ,1.0,2,0,0,2,major
බුදු හාමුදුරුවෝ හිටියේ,බුදුහාමුදොරුවො හිටියෙ,1.0,2,1,0,3,major
ඉතින් හරියට නොදැන කත කරන්න,ඉතින් හරි වෙන්න දෙන කතා කරනවා,1.0,4,0,1,5,major
බැරිවෙන්න පුළුවන්.,බැරි වෙන්න පුළුවන්.,1.0,1,0,1,2,major
ලියාගන්නව ලු,ලියා ගන්නව ලු,1.0,1,0,1,2,major
තිබිය නොහැකිය.,තිබිය නොහැකි ය,1.0,1,0,1,2,major
ස්වාධින කමිටුවක් පත් කල යුතු ය,ස්වාධීන කඳුවා පට්ටට යුතුය.,1.0,4,2,0,6,major
ගෙදර රණ්ඩු අල්ලන්න පටන්ගත්තා,ගෙදර රන්ඩු අල්ලන්ට පටන් ගත්තා,1.0,3,0,1,4,major
දුකයිදැන් බානවා,දුකයි දැන් බානවා.,1.0,1,0,1,2,major
අපේ සම්පත්වලින්,ප්‍රේෂ්ණම්පත්වලින්,1.0,1,1,0,2,major
හැබැයි මං එනගමනෙදි,හැබැයි මං එන ගමනේ දී,1.0,1,0,2,3,major
අපිට පුලුවන්ද?,අපිට පුළුවන් ද,1.0,1,0,1,2,major
උප සමාජයේ සාමාජිකයින්ගේ,උපසමාජයේ සාමාජිකයන්ගේ,1.0,2,1,0,3,major
කලු පසුබිම සකසා දීම.,කළ පසුවෙන සකසා දී ම,1.0,3,0,1,4,major
ගලා බසින ඉඳුරුව ගඟ,වළලා බසින් ඉන්දුරුව ගංග,1.0,4,0,0,4,major
ලක්වෙන්න සිදු වුනා.,ලක් වෙන්න සිදුවුණා.,1.0,3,0,0,3,major
"ලෝකයයි, යනු යි.",ලෝකය යි යනුයි,1.0,3,0,0,3,major
අරහත්වයට පත්නොවී,අරහත්වයට පත් නොවී,1.0,1,0,1,2,major
ඒකට නීතිදාන්න,ඒකට නීති දාන්න,1.0,1,0,1,2,major
බඩුම තමයි,බඩු ම තමයි,1.0,1,0,1,2,major
