reference,prediction
ලංකා වගේ ඔලිම්පික් රන් පදක්කමක් දිනාගෙන නැති රටවල් හැටකට වැඩි ගණනක් අතර මයිකල් පෙල්ප්ස් ගාව පමණක් රන් පදක්කම් විසි තුනක් තියෙනවා,ලංකා වගේ ඔලිම්පික් රන් පදක්කමක් දිනාගෙන නැති රටවල් හැටකට වැඩි ගානක් අතර මයිකල් පෙල්ප්ස් ගාව පමණක් රන් පදක්කම් විසි තුනක් තියෙනවා
ගොවිතැන් කරන්න තියෙන්නෙ අර මොකද්ද භූතයා සුනාමි ඒව දැන් automated ඒ ගොල්ලො තනියෙන් ගිහිල්ලා ඔක්කොම ගොයම් කපාගෙන එනවා,ගොවිතැන් කරන්න තියෙන්න ඕන මොකක්ද භූතයා සුනාමි ඒවා දැන් ඔටෝමේනට ඒගොල්ලො තනියෙන් ගිහිල්ලා ඔක්කොම ගොයන් කපාගෙන එනවා
ලංකාවට නිදහස ලැබීම කියන 11 ශ්‍රේණිය පෙළ පොතේ හය වෙනි පාඩමට අදාල,ලංකාවට නිදහස ලැබීම කියන 11 ශ්‍රේණිය පෙළ පොතේ හය වෙනි පාඩමට අදාල
ඔය දේවාල වල ගිහිල්ලා අබරන්නේ. මොනාටද මිරිස් අඹරන්නේ ? මේ පින්වතුනි මස් මාළු නොකා පේවෙලා ගිහිල්ලා අබ අඹරනවා,ඔය දේවාල වල ගිහිල්ලා අඹුරන්නේ. මොනාටද මිරිස් අඹුරන්නේ. මේ පෙන්වතුනි බස් මාළු නොකාපය වෙලා ගිහිල්ලා අබාම
අපි එහෙනම් චිලිපෙස්ට් එක හදමු. මං මේ අරන් තියෙන්නේ තම්බල වේලපු ඉස්සෝ,අපි එහෙනම් චිලිපෙස්ට් එක හදමු. මං මේ අරන් තියෙන්නේ තම්බල වේලපු ඉස්සෝ
මේක ඇත්තටම අපේ Lang More Private Limited කියන සමාගම යටතේ,මේක ඇත්තටම අපේ Lang More Private Limited කියන සමාගම යටතේ
කෙසේ නමුත් ඡන්ද හතළිස් තුනක් ලබා ගනිමින් ඔස්ට්‍රේලියාව 2018 තරගාවලියේ සත්කාරකත්වය ලබා ගත්තා ලංකාවට පක්ෂව ලැබී තිබුණේ ඡන්ද විසිහතක් පමණයි,කෙසේ නමුත් ඡන්ද හතළිස් තුනක් ලබා ගනිමින් ඔස්ට්‍රේලියාව 2018 තරගාවලියේ සත්කාරකත්වය ලබා ගත්තා ලංකාවට පක්ෂව ලැබී තිබුණේ ඡන්ද විසිහතක් පම�
එවයින් අපේ day-to-day life එක වෙනස් වෙන දේවල් ඔයා මොනාද දකින්නෙ,ඒ වලින් අපේ day-to-day life එක වෙනස් වෙන දේවල් ඔයා මොනාද දකින්නේ
ඔයා තාම subscribe කරල නැත්නම් මගේ techie cony channel එක දැම්ම subscribe කරලා bell icon එක on කරලා තිබුණොත්,ඔයා තාම subscribe කරලා නැත්නම් මගේ techie cony channel එක දැම්ම subscribe කරලා bell icon එක on කරලා තිබුනොත්
"Grid එකේ කොටසක් off වුණා, short circuit event එකක් හින්දා. වඳුරෙක් පැනලාද අත්තක් කඩන් වැටුනද අපි දන්නෑ. කොහොම short circuit event එකක්. කොටසක් de-load උනා.",Grid එකේ කොටසක් off වුණා. short circuit event එකක් හින්දා. වඳුරෙක් පැනලා දත්තක් කඩන් වැටුනද අපි දන්නෑ. කොහොම short circuit event එකක්. කොටසක් de-load උනා.
මීයෝ අල්ලපු එක අර කූඩුවලට මදුරුවෝ තලපු එක මාළු අල්ලපු ඒවා,මීයෝ අල්ලපු එක අර කූඩුවලට මඳුරුවෝ තලපු එක මාළු අල්ලපු ඒවා
ඒ අවස්තාවෙදි අපි ඒක ප්‍රාතමික ව්‍යුහ වශයෙන් සලකන්න පුළුවන් මම සරලව මේ කියන්නෙ,ඒ අවස්තාවේදි අපි ඒක ප්‍රාතමික ව්‍යුහ වශයෙන් සලකන්න පුළුවන් මම සරලව මේ කියන්නෙ
නුතන යුගයේ පළමු ඔලිම්පික් උළෙල 1896 දී ග්‍රීසියේ ඇතැන්ස් හිදි පැවැත්තුවා,නූතන යුගයේ පළමු ඔලිම්පික් කුල්ල 1864 දී ග්‍රීසිය ඇතෑම් සිද්ධි පැවැත්වූවා.
2000 වසරේ දී ඕස්ට්‍රේලියාවේ සිඩ්නි නුවරත් 2004දී ග්‍රීසියේ ඇතෑන්ස් නුවරත් 2008දී චීනයේ බීජිං නුවරත් 2012 දී එංගලන්තයේ ලන්ඩන් නුවරත්,2000 වසරේ දී ඕස්ට්‍රේලියාවේ සිග්නි නුවරත් 2004 දී ග්‍රීසියේ ඇතෑන්ස් නුවරත් 2008 දී චීනයේ බීජින් නුවරත් 2012 දී එංගලන්තයේ ලන්ඩන් නුවරත්
