reference,prediction
වෙනස් වෙනවා කියලා ඒ දුර අතර තියන වෙනස පැහැදිලිව පේනවා. සහෘදයනි අයිස්ටයින් කිව්වා මේක වෙන්නෙ මෙන්න මේ විදියටයි,"වෙනස් වෙනවා කියලා මේ ඒ දුර අතර දියන වෙනස පැහැදිලිව පේනවා. සහෘදයෙනි, අයිශ්චායයි කිව්වා මේක වෙන්න වෙන්න මෙහෙ විදියටයි."
ලංකා වගේ ඔලිම්පික් රන් පදක්කමක් දිනාගෙන නැති රටවල් හැටකට වැඩි ගණනක් අතර මයිකල් පෙල්ප්ස් ගාව පමණක් රන් පදක්කම් විසි තුනක් තියෙනවා,ලංකාව වගේ ඔලිම්පික් රම්පදක්කමක් තිනාගෙන්නෙ නැති රටවල් හැටකට වැඩි ගානක් අතර මයිකල් පෙල්ප්ස් ගාව පමණක් රම්පදක්කම් විසි තුනක් තියෙන�
ගොවිතැන් කරන්න තියෙන්නෙ අර මොකද්ද භූතයා සුනාමි ඒව දැන් automated ඒ ගොල්ලො තනියෙන් ගිහිල්ලා ඔක්කොම ගොයම් කපාගෙන එනවා,ගොවිතැන් කරන්න තියෙන්නේ මොකක්ද භූතයා සුනාමි ඒවා දැන් Automation එක ගිහිල්ලා ඔක්කොම ගොයන් කපාගෙන එනවා
ලංකාවට නිදහස ලැබීම කියන 11 ශ්‍රේණිය පෙළ පොතේ හය වෙනි පාඩමට අදාල,ලංකාවට නිදහස ලැබීම කියන 11 ශ්‍රේණිය පෙළ පොතේ 6 වැනි පාඩමට අදාළ
ඔය දේවාල වල ගිහිල්ලා අබරන්නේ. මොනාටද මිරිස් අඹරන්නේ ? මේ පින්වතුනි මස් මාළු නොකා පේවෙලා ගිහිල්ලා අබ අඹරනවා,දේවාලවල ගිහිල්ලා හම්බරන්නේ. මොනාටද මිරිස් හම්බරන්නේ. මේ පෙන්වතුනි බස් මාළු නොකාපය වෙලා ගිහිල්ලා අබ අඹ අඹරන්නේ.
අපි එහෙනම් චිලිපෙස්ට් එක හදමු. මං මේ අරන් තියෙන්නේ තම්බල වේලපු ඉස්සෝ,අපි එහෙනම් චිලිපෙස්ට් එක හදපු මං මේ අරන් තියෙන්නෙ තම්බල වේලපු ඉස්සෝ
මේක ඇත්තටම අපේ Lang More Private Limited කියන සමාගම යටතේ,මේක ඇත්තටම අපේ ලැන්මෝ privately කියන සමාගම යටතේ
කෙසේ නමුත් ඡන්ද හතළිස් තුනක් ලබා ගනිමින් ඔස්ට්‍රේලියාව 2018 තරගාවලියේ සත්කාරකත්වය ලබා ගත්තා ලංකාවට පක්ෂව ලැබී තිබුණේ ඡන්ද විසිහතක් පමණයි,කෙසේ නමුත් ඡන්ද 43 ක් ලබාගනිමින් ඕස්ට්‍රේලියාව 2018 තරගාවලී සත්කාරකත්වය ලබා ගත්තා ලංකාවට පක්ෂව ලැබී තිබුණේ ඡන්ද 27 ක් පමණයි
එවයින් අපේ day-to-day life එක වෙනස් වෙන දේවල් ඔයා මොනාද දකින්නෙ,ඒ වලින් අපේ day to day life එක වෙනස් වෙන දේවල් ඔයා මොනවද දකින්නේ
ඔයා තාම subscribe කරල නැත්නම් මගේ techie cony channel එක දැම්ම subscribe කරලා bell icon එක on කරලා තිබුණොත්,ඔයා තාමත් subscribe කරලා නැත්නම් මගේ techie cony channel එක දැම්මත් subscribe කරලා බෙල්ලා ඒ කියන්නේකෝ on කරලා තිබුනා
"Grid එකේ කොටසක් off වුණා, short circuit event එකක් හින්දා. වඳුරෙක් පැනලාද අත්තක් කඩන් වැටුනද අපි දන්නෑ. කොහොම short circuit event එකක්. කොටසක් de-load උනා.",ග්‍රීඩ් එකේ කොටසක් ඕන. short second event එකක් හින්දා. වතුර එක්කෙන්න දත්තක් අඩං වුණාද අපි දන්නෑ. කොහොමහරි short second event එකක් කොටසක් ඩීලෝඩ් උනා
මීයෝ අල්ලපු එක අර කූඩුවලට මදුරුවෝ තලපු එක මාළු අල්ලපු ඒවා,මීයෝ අල්ලපු එක අර කූඩුවලට මන්දුරෝ තලපු එක මාළු අල්ලපු එකවා.
ඒ අවස්තාවෙදි අපි ඒක ප්‍රාතමික ව්‍යුහ වශයෙන් සලකන්න පුළුවන් මම සරලව මේ කියන්නෙ,ඒ අවස්ථාවේදී අපි එක ප්‍රාත්ම වී වශයෙන් සලකන්න පුළුවන්. මසාරලව මේ කියන්නේ
නුතන යුගයේ පළමු ඔලිම්පික් උළෙල 1896 දී ග්‍රීසියේ ඇතැන්ස් හිදි පැවැත්තුවා,නූතන යුගයේ පළමු ඔලිම්පික් උළෙල 1896 දී ග්‍රීසිය ඇතෑන් සීදී පැවැත්වූවා
2000 වසරේ දී ඕස්ට්‍රේලියාවේ සිඩ්නි නුවරත් 2004දී ග්‍රීසියේ ඇතෑන්ස් නුවරත් 2008දී චීනයේ බීජිං නුවරත් 2012 දී එංගලන්තයේ ලන්ඩන් නුවරත්,2004 වසරේදී ඔස්ට්‍රෙලියාවේ සිග්නි නුවරත් 2004 දී ග්‍රීසියේ ඇතෑන්ස් නුවරත් 28 දී චීනය බීජෙන් නුවරත් 2012 දී එංගලන්තේ ලන්ඩ නුවරත්
